id,comercio,delta_predicho,fecha_ultimo,fecha_proximo_gasto,monto_predicho
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,HEB,55,2022-12-24,2023-02-17,29.061188011147195
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,LIVERPOOL,34,2023-01-18,2023-02-21,230.1466979237309
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,OXXO,29,2022-11-29,2022-12-28,124.99546584229373
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,OXXO GAS,58,2022-12-21,2023-02-17,88.49621422049528
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,RAPPI,4,2022-02-07,2022-02-11,18.088
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,RAPPIPRO,23,2022-06-07,2022-06-30,8.58589921213391
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SAMS CLUB,11,2023-01-12,2023-01-23,54.83330134556261
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SEARS,34,2022-12-16,2023-01-19,937.57440260577
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SERV AGUA DREN,0,2022-03-02,2022-03-02,261.26
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SORIANA,47,2022-03-25,2022-05-11,27.179535989980604
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,STARBUCKS,20,2022-12-22,2023-01-11,15.495498318849538
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,TELCEL,14,2023-01-22,2023-02-05,286.95639303301755
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,TELMEX,46,2022-12-30,2023-02-14,150.90468818887638
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,UBER,9,2022-11-01,2022-11-10,40.10297018390381
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,VIX,2,2022-01-03,2022-01-05,9.273333333333333
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,WALMART,4,2022-11-20,2022-11-24,80.66611232242352
029be42d942d33a14cafeef661143d8940a9efa8,7 ELEVEN,54,2023-01-15,2023-03-10,8.485056588065019
029be42d942d33a14cafeef661143d8940a9efa8,AMAZON,161,2022-12-16,2023-05-26,34.116124845746505
029be42d942d33a14cafeef661143d8940a9efa8,AMAZON PRIME,78,2023-01-12,2023-03-31,8.40066357442227
029be42d942d33a14cafeef661143d8940a9efa8,CABLEYCOMUN,30,2022-12-27,2023-01-26,41.562829119641684
029be42d942d33a14cafeef661143d8940a9efa8,CARLS JR,39,2022-12-20,2023-01-28,37.60812333204618
029be42d942d33a14cafeef661143d8940a9efa8,CFE,63,2023-01-22,2023-03-26,197.840420657395
029be42d942d33a14cafeef661143d8940a9efa8,CINEPOLIS,40,2023-01-03,2023-02-12,8.06839296137762
029be42d942d33a14cafeef661143d8940a9efa8,COSTCO,22,2022-11-08,2022-11-30,20.039277425207192
029be42d942d33a14cafeef661143d8940a9efa8,FARMACIAS DEL AHORRO,38,2022-12-27,2023-02-03,14.531832991025714
029be42d942d33a14cafeef661143d8940a9efa8,HEB,28,2023-01-29,2023-02-26,72.78121869849727
029be42d942d33a14cafeef661143d8940a9efa8,LIVERPOOL,0,2022-03-10,2022-03-10,192.90999999999997
029be42d942d33a14cafeef661143d8940a9efa8,MERCADO PAGO,25,2022-12-12,2023-01-06,88.90644573288135
029be42d942d33a14cafeef661143d8940a9efa8,MICROSOFT,16,2023-01-02,2023-01-18,13.368529869394497
029be42d942d33a14cafeef661143d8940a9efa8,OXXO,22,2023-01-11,2023-02-02,34.255473536627186
029be42d942d33a14cafeef661143d8940a9efa8,OXXO GAS,85,2022-12-12,2023-03-07,76.19901064245983
029be42d942d33a14cafeef661143d8940a9efa8,PARCO,39,2023-01-25,2023-03-05,1.0232856870929585
029be42d942d33a14cafeef661143d8940a9efa8,RAPPI,19,2023-01-27,2023-02-15,15.025365174456596
029be42d942d33a14cafeef661143d8940a9efa8,SORIANA,73,2022-12-24,2023-03-07,47.24249794845757
029be42d942d33a14cafeef661143d8940a9efa8,SPOTIFY,31,2022-12-24,2023-01-24,13.12137604194966
029be42d942d33a14cafeef661143d8940a9efa8,STARBUCKS,68,2022-12-29,2023-03-07,10.446693315434976
029be42d942d33a14cafeef661143d8940a9efa8,UBER,0,2022-07-21,2022-07-21,30.910000000000004
029be42d942d33a14cafeef661143d8940a9efa8,UBRPAGOSMEX,34,2022-12-06,2023-01-09,40.89098484355002
029be42d942d33a14cafeef661143d8940a9efa8,WALMART,53,2023-01-15,2023-03-09,103.8571658505941
02a73132fe5c2af6d596eec88629c754d9e9c860,7 ELEVEN,1,2022-02-10,2022-02-11,4.235
02a73132fe5c2af6d596eec88629c754d9e9c860,GOOGLE YOUTUBE,29,2022-06-03,2022-07-02,6.23141450274136
02a73132fe5c2af6d596eec88629c754d9e9c860,MICROSOFT,28,2023-01-03,2023-01-31,13.887227823161451
02a73132fe5c2af6d596eec88629c754d9e9c860,OXXO,26,2022-09-23,2022-10-19,31.640480100878445
02a73132fe5c2af6d596eec88629c754d9e9c860,SEARS,36,2022-07-30,2022-09-04,230.10528795828375
02a73132fe5c2af6d596eec88629c754d9e9c860,UBER,4,2023-01-25,2023-01-29,5.470165199075963
02a73132fe5c2af6d596eec88629c754d9e9c860,UBER EATS,44,2022-09-03,2022-10-17,38.6392140715337
02b41a28e9c440a28577c71daec52258dc817866,7 ELEVEN,14,2023-01-23,2023-02-06,4.920441109961137
02b41a28e9c440a28577c71daec52258dc817866,7ELEVEN,15,2022-12-15,2022-12-30,2.186353050284982
02b41a28e9c440a28577c71daec52258dc817866,ALSUPER,0,2022-03-03,2022-03-03,31.65
02b41a28e9c440a28577c71daec52258dc817866,AMAZON,82,2023-01-29,2023-04-21,56.74370786545507
02b41a28e9c440a28577c71daec52258dc817866,AMAZON PRIME,348,2023-01-29,2024-01-12,2.540009404608643
02b41a28e9c440a28577c71daec52258dc817866,COSTCO,120,2022-12-07,2023-04-06,22.058884691614146
02b41a28e9c440a28577c71daec52258dc817866,FARMACIAS GUADALAJARA,76,2022-12-30,2023-03-16,8.907631636012722
02b41a28e9c440a28577c71daec52258dc817866,GOOGLE YOUTUBEPREMIUM,30,2023-01-28,2023-02-27,21.561327919799513
02b41a28e9c440a28577c71daec52258dc817866,HEB,10,2022-12-28,2023-01-07,108.45315150722514
02b41a28e9c440a28577c71daec52258dc817866,ITUNES,19,2022-05-03,2022-05-22,23.180294039563694
02b41a28e9c440a28577c71daec52258dc817866,MICROSOFT,15,2023-01-18,2023-02-02,13.35375700900711
02b41a28e9c440a28577c71daec52258dc817866,OXXO,107,2022-11-21,2023-03-08,2.8556192433153154
02b41a28e9c440a28577c71daec52258dc817866,OXXO GAS,3,2022-01-06,2022-01-09,30.285
02b41a28e9c440a28577c71daec52258dc817866,SPOTIFY,30,2023-01-21,2023-02-20,15.425746393596679
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,5,2023-01-19,2023-01-24,9.44399545925195
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON PRIME,14,2023-01-28,2023-02-11,7.878698531082372
03a0f8bca94b5801342b9b479213fc548b3f0dd1,CFE,57,2022-04-15,2022-06-11,17.928049928446985
03a0f8bca94b5801342b9b479213fc548b3f0dd1,CINEPOLIS,13,2022-11-15,2022-11-28,18.809309570904567
03a0f8bca94b5801342b9b479213fc548b3f0dd1,FACEBOOK,80,2022-09-15,2022-12-04,1.99733765466939
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE ONE,10,2022-12-07,2022-12-17,5.87
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE YOUTUBEPREMIUM,7,2023-01-28,2023-02-04,11.54833396680344
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MEGACABLE,25,2023-01-09,2023-02-03,54.741774921200964
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MELIMAS,4,2023-01-09,2023-01-13,10.576291887486153
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MERCADO PAGO,3,2022-12-28,2022-12-31,65.09005217966397
03a0f8bca94b5801342b9b479213fc548b3f0dd1,NETFLIX,14,2023-01-09,2023-01-23,13.91
03a0f8bca94b5801342b9b479213fc548b3f0dd1,OXXO,9,2022-12-03,2022-12-12,2.5245495602545898
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SAMS CLUB,15,2022-07-12,2022-07-27,93.71416642912591
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SPOTIFY,13,2023-01-30,2023-02-12,17.86161537796692
03a0f8bca94b5801342b9b479213fc548b3f0dd1,TELCEL,6,2022-12-14,2022-12-20,8.068800898211315
03a0f8bca94b5801342b9b479213fc548b3f0dd1,TELMEX,38,2022-04-09,2022-05-17,81.88001158691812
03a0f8bca94b5801342b9b479213fc548b3f0dd1,UBER,4,2022-12-24,2022-12-28,14.218577840475282
03a0f8bca94b5801342b9b479213fc548b3f0dd1,UBER EATS,8,2022-12-28,2023-01-05,25.316930601656317
03a0f8bca94b5801342b9b479213fc548b3f0dd1,WALMART,5,2023-01-08,2023-01-13,7.02
0431ee5805e9638f3b24d93812182ec88d7b8c20,7 ELEVEN,8,2022-11-08,2022-11-16,13.856550578648518
0431ee5805e9638f3b24d93812182ec88d7b8c20,AMAZON,20,2022-10-14,2022-11-03,60.93027197727564
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,16,2023-01-28,2023-02-13,3.919462345314233
0431ee5805e9638f3b24d93812182ec88d7b8c20,CINEPOLIS,25,2022-03-18,2022-04-12,29.61240297549431
0431ee5805e9638f3b24d93812182ec88d7b8c20,COSTCO,93,2022-04-08,2022-07-10,235.27384215571422
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDI,9,2022-08-31,2022-09-09,15.860512712888431
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDI RIDES,5,2023-01-25,2023-01-30,15.584632447106538
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDIFOOD,9,2022-12-18,2022-12-27,20.745060487226553
0431ee5805e9638f3b24d93812182ec88d7b8c20,FARMACIAS DEL AHORRO,108,2022-08-31,2022-12-17,4.76078352204293
0431ee5805e9638f3b24d93812182ec88d7b8c20,LIVERPOOL,29,2022-12-21,2023-01-19,48.99151350378976
0431ee5805e9638f3b24d93812182ec88d7b8c20,OXXO,53,2023-01-03,2023-02-25,16.383257672304417
0431ee5805e9638f3b24d93812182ec88d7b8c20,RAPPI,6,2023-01-30,2023-02-05,35.04151569382059
0431ee5805e9638f3b24d93812182ec88d7b8c20,SMART FIT,27,2023-01-20,2023-02-16,43.0597273585049
0431ee5805e9638f3b24d93812182ec88d7b8c20,STARBUCKS,52,2022-12-29,2023-02-19,33.82954525098657
0431ee5805e9638f3b24d93812182ec88d7b8c20,SUPERAMA,37,2022-05-10,2022-06-16,45.20383914595524
0431ee5805e9638f3b24d93812182ec88d7b8c20,TELCEL,29,2023-01-03,2023-02-01,30.82365668189541
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,30,2023-01-14,2023-02-13,52.22003627391948
0431ee5805e9638f3b24d93812182ec88d7b8c20,UBER,42,2023-01-19,2023-03-02,21.45427084606901
0431ee5805e9638f3b24d93812182ec88d7b8c20,UBER EATS,2,2023-01-28,2023-01-30,15.126611221555454
0471167c6dcd9e87952bee4478ce26337793c07f,7 ELEVEN,70,2022-12-06,2023-02-14,18.908421547901465
0471167c6dcd9e87952bee4478ce26337793c07f,7ELEVEN,76,2022-07-05,2022-09-19,7.88397852523779
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON,7,2023-01-24,2023-01-31,29.396554617377866
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON PRIME,30,2023-01-23,2023-02-22,7.761312698077297
0471167c6dcd9e87952bee4478ce26337793c07f,CINEPOLIS,33,2022-08-03,2022-09-05,73.92977948338397
0471167c6dcd9e87952bee4478ce26337793c07f,FARMACIAS GUADALAJARA,72,2022-11-26,2023-02-06,21.829764754536544
0471167c6dcd9e87952bee4478ce26337793c07f,GOOGLE,25,2023-01-27,2023-02-21,31.908150540551254
0471167c6dcd9e87952bee4478ce26337793c07f,HEB,297,2022-11-19,2023-09-12,175.89107371233754
0471167c6dcd9e87952bee4478ce26337793c07f,IZZI,6,2022-08-19,2022-08-25,53.46207196415904
0471167c6dcd9e87952bee4478ce26337793c07f,MI ATT,122,2022-06-04,2022-10-04,184.57565791609383
0471167c6dcd9e87952bee4478ce26337793c07f,NETFLIX,25,2022-12-07,2023-01-01,21.60181953323098
0471167c6dcd9e87952bee4478ce26337793c07f,SPOTIFY,31,2022-12-09,2023-01-09,15.417366854872329
0471167c6dcd9e87952bee4478ce26337793c07f,STARBUCKS,57,2023-01-17,2023-03-15,11.695038164994001
0471167c6dcd9e87952bee4478ce26337793c07f,TEMU,320,2023-01-27,2023-12-13,41.80994403189997
0471167c6dcd9e87952bee4478ce26337793c07f,UBER,32,2022-08-03,2022-09-04,34.4243328194998
0471167c6dcd9e87952bee4478ce26337793c07f,UBER EATS,24,2023-01-26,2023-02-19,10.32047556877525
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,AMAZON,22,2022-09-12,2022-10-04,44.23655541432971
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,AMAZON PRIME,82,2023-01-17,2023-04-09,7.7641542553438025
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,CINEPOLIS,9,2022-09-29,2022-10-08,32.64595993438087
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,COSTCO,109,2022-12-13,2023-04-01,15.417371976052566
