id,comercio,delta_predicho,fecha_ultimo,fecha_proximo_gasto
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,FARMACIAS GUADALAJARA,55.69764243549875,2022-11-17,2023-01-12
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,HEB,10.0,2022-09-28,2022-10-08
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,LIVERPOOL,21.138234038658073,2023-01-25,2023-02-15
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,MAX,31.0,2023-01-24,2023-02-24
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,MERCADO PAGO,114.0,2022-10-25,2023-02-16
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,MICROSOFT,13.689205422933686,2023-01-17,2023-01-31
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,NETFLIX,27.607437656761075,2023-01-16,2023-02-13
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,OXXO,4.723333409252251,2023-01-30,2023-02-04
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,OXXO GAS,11.439001939544061,2023-01-28,2023-02-08
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,RAPPI,5.850340342689816,2023-01-16,2023-01-22
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,SAMS CLUB,31.5,2023-01-06,2023-02-07
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,SORIANA,25.02044982463725,2022-12-23,2023-01-17
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,STARBUCKS,84.5,2023-01-03,2023-03-28
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,SUPERCENTER,26.52777048761779,2023-01-21,2023-02-17
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,TELCEL,36.38157595503933,2023-01-12,2023-02-17
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,UBER,21.47609263056434,2023-01-30,2023-02-20
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,UBER EATS,5.731167879796624,2023-01-29,2023-02-04
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,WAL-MART,60.5,2022-12-04,2023-02-02
0132462ee1acf1c37e7411b20bac94e1d19959df,AMAZON,8.727821925518844,2023-01-14,2023-01-23
0132462ee1acf1c37e7411b20bac94e1d19959df,AMAZON PRIME,305.0,2022-12-30,2023-10-31
0132462ee1acf1c37e7411b20bac94e1d19959df,CARLS JR,218.0,2022-08-11,2023-03-17
0132462ee1acf1c37e7411b20bac94e1d19959df,CFE,51.35878333239627,2022-12-07,2023-01-27
0132462ee1acf1c37e7411b20bac94e1d19959df,CHEDRAUI,66.5,2022-11-10,2023-01-15
0132462ee1acf1c37e7411b20bac94e1d19959df,CINEPOLIS,14.0,2022-09-08,2022-09-22
0132462ee1acf1c37e7411b20bac94e1d19959df,CRUNCHYROLL,36.0,2022-11-25,2022-12-31
0132462ee1acf1c37e7411b20bac94e1d19959df,DIDI FOOD,26.271874128777743,2023-01-12,2023-02-07
0132462ee1acf1c37e7411b20bac94e1d19959df,GOOGLE,20.191728343143048,2023-01-22,2023-02-11
0132462ee1acf1c37e7411b20bac94e1d19959df,ITUNES,31.350258561158537,2023-01-26,2023-02-26
0132462ee1acf1c37e7411b20bac94e1d19959df,MERCADO PAGO,123.66666666666667,2023-01-24,2023-05-28
0132462ee1acf1c37e7411b20bac94e1d19959df,NETFLIX,31.0,2023-01-30,2023-03-02
0132462ee1acf1c37e7411b20bac94e1d19959df,OXXO,2.502794927061733,2023-01-30,2023-02-02
0132462ee1acf1c37e7411b20bac94e1d19959df,STARBUCKS,23.993630897845502,2022-12-08,2023-01-01
0132462ee1acf1c37e7411b20bac94e1d19959df,TELCEL,10.662393996545976,2023-01-12,2023-01-23
0132462ee1acf1c37e7411b20bac94e1d19959df,TOTALPLAY,33.80390743621464,2023-01-16,2023-02-19
0132462ee1acf1c37e7411b20bac94e1d19959df,UBER,48.161827622174506,2023-01-01,2023-02-18
0132462ee1acf1c37e7411b20bac94e1d19959df,UBER EATS,7.479248666450215,2023-01-09,2023-01-16
0132462ee1acf1c37e7411b20bac94e1d19959df,WALMART,0.0,2022-12-30,2022-12-30
0172891ba3000c3150a6985265517678ebbf3b39,ADOBE,46.0,2023-01-28,2023-03-15
0172891ba3000c3150a6985265517678ebbf3b39,AMAZON,11.170493503564414,2023-01-28,2023-02-08
0172891ba3000c3150a6985265517678ebbf3b39,AMAZON PRIME,30.07319246134168,2023-01-19,2023-02-18
0172891ba3000c3150a6985265517678ebbf3b39,CRUNCHYROLL,31.0,2023-01-29,2023-03-01
0172891ba3000c3150a6985265517678ebbf3b39,GOOGLE,20.78303710880111,2023-01-13,2023-02-03
0172891ba3000c3150a6985265517678ebbf3b39,GOOGLE YOUTUBE,50.050553695742536,2023-01-09,2023-02-28
0172891ba3000c3150a6985265517678ebbf3b39,IZZI,335.0,2023-01-04,2023-12-05
0172891ba3000c3150a6985265517678ebbf3b39,LIVERPOOL,66.30361759299117,2022-12-23,2023-02-27
0172891ba3000c3150a6985265517678ebbf3b39,MERCADO PAGO,27.37012398865849,2023-01-29,2023-02-25
0172891ba3000c3150a6985265517678ebbf3b39,MI ATT,20.0,2022-05-24,2022-06-13
0172891ba3000c3150a6985265517678ebbf3b39,MICROSOFT,25.780805200326817,2023-01-05,2023-01-31
0172891ba3000c3150a6985265517678ebbf3b39,NETFLIX,28.390761566013907,2023-01-24,2023-02-21
0172891ba3000c3150a6985265517678ebbf3b39,OXXO,67.0,2022-12-03,2023-02-08
0172891ba3000c3150a6985265517678ebbf3b39,RAPPI,29.267829918685496,2022-12-20,2023-01-18
0172891ba3000c3150a6985265517678ebbf3b39,SORIANA,63.333333333333336,2023-01-19,2023-03-23
0172891ba3000c3150a6985265517678ebbf3b39,UBER,3.15551383370018,2023-01-20,2023-01-23
0172891ba3000c3150a6985265517678ebbf3b39,UBER EATS,5.797130724423067,2023-01-28,2023-02-03
0172891ba3000c3150a6985265517678ebbf3b39,UNDOSTRES,30.85325807539344,2023-01-29,2023-03-01
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,ALIEXPRESS,72.75,2022-10-24,2023-01-05
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,AMAZON,14.256984864567983,2023-01-06,2023-01-20
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,AMAZON PRIME,10.660505945369923,2023-01-08,2023-01-19
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,CRUNCHYROLL,30.210140573229488,2023-01-26,2023-02-25
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,DIDI,7.786270953469153,2022-08-10,2022-08-18
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,DIDI FOOD,0.0,2022-03-09,2022-03-09
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,DIDIFOOD,10.514325134146409,2022-06-09,2022-06-20
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,MELIMAS,17.121338253948416,2023-01-12,2023-01-29
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,MERCADO PAGO,5.515009277095399,2023-01-30,2023-02-05
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,MERCADOPAGO,46.364597292988485,2023-01-16,2023-03-03
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,NETFLIX,30.07319246134168,2023-01-26,2023-02-25
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,RAPPI,14.855251615624379,2022-12-21,2023-01-05
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,RAPPIPRO,30.999989750408634,2022-12-23,2023-01-23
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,TEMU,236.0,2022-10-30,2023-06-23
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,TOTALPLAY,30.466076023381838,2023-01-01,2023-01-31
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,UNDOSTRES,5.557755560409949,2023-01-23,2023-01-29
0222064a58a1778a4d7a9e10088174a532e71553,7 ELEVEN,31.368698140071295,2023-01-16,2023-02-16
0222064a58a1778a4d7a9e10088174a532e71553,AMAZON,10.909541174147071,2023-01-21,2023-02-01
0222064a58a1778a4d7a9e10088174a532e71553,APPLE,37.14151181729423,2023-01-15,2023-02-21
0222064a58a1778a4d7a9e10088174a532e71553,CINEPOLIS,14.0,2022-07-09,2022-07-23
0222064a58a1778a4d7a9e10088174a532e71553,FARMACIAS GUADALAJARA,32.486849276394544,2022-10-30,2022-12-01
0222064a58a1778a4d7a9e10088174a532e71553,GOOGLE,46.786040371475266,2023-01-16,2023-03-04
0222064a58a1778a4d7a9e10088174a532e71553,MEGACABLE,31.666666666666668,2023-01-12,2023-02-13
0222064a58a1778a4d7a9e10088174a532e71553,MERCADO PAGO,72.84206679049038,2023-01-28,2023-04-11
0222064a58a1778a4d7a9e10088174a532e71553,OXXO,10.47210206927821,2023-01-29,2023-02-08
0222064a58a1778a4d7a9e10088174a532e71553,SORIANA,55.0,2022-08-20,2022-10-14
0222064a58a1778a4d7a9e10088174a532e71553,SPOTIFY,29.117473909599344,2023-01-15,2023-02-13
0222064a58a1778a4d7a9e10088174a532e71553,TELCEL,37.51344499759795,2023-01-18,2023-02-25
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,7 ELEVEN,16.835070939008492,2023-01-20,2023-02-06
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,AMAZON,6.5,2022-12-14,2022-12-20
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,APPLE,8.71401144552219,2023-01-29,2023-02-07
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,CARLS JR,20.0,2022-12-18,2023-01-07
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,CFE,79.36420923056767,2022-12-23,2023-03-12
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,CINEPOLIS,105.66666666666667,2022-11-15,2023-03-01
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,FARMACIAS DEL AHORRO,28.214900535833017,2022-12-06,2023-01-03
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,HEB,55.13819744809822,2022-12-24,2023-02-17
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,LIVERPOOL,34.05789781155615,2023-01-18,2023-02-21
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,OXXO,29.352724755495082,2022-11-29,2022-12-28
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,OXXO GAS,57.554268509661284,2022-12-21,2023-02-17
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,RAPPI,4.0,2022-02-07,2022-02-11
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,RAPPIPRO,23.0,2022-06-07,2022-06-30
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SAMS CLUB,10.821112149052034,2023-01-12,2023-01-23
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SEARS,34.11660935126552,2022-12-16,2023-01-19
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SERV AGUA DREN,0.0,2022-03-02,2022-03-02
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,SORIANA,47.0,2022-03-25,2022-05-11
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,STARBUCKS,19.519544551754088,2022-12-22,2023-01-11
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,TELCEL,14.494145454489889,2023-01-22,2023-02-05
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,TELMEX,45.56610504398515,2022-12-30,2023-02-14
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,UBER,8.73358191096661,2022-11-01,2022-11-10
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,VIX,2.0,2022-01-03,2022-01-05
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,WALMART,4.5,2022-11-20,2022-11-24
029be42d942d33a14cafeef661143d8940a9efa8,7 ELEVEN,53.85482301010596,2023-01-15,2023-03-10
029be42d942d33a14cafeef661143d8940a9efa8,AMAZON,161.20042066882996,2022-12-16,2023-05-26
029be42d942d33a14cafeef661143d8940a9efa8,AMAZON PRIME,77.5,2023-01-12,2023-03-31
029be42d942d33a14cafeef661143d8940a9efa8,CABLEYCOMUN,30.244469789029978,2022-12-27,2023-01-26
029be42d942d33a14cafeef661143d8940a9efa8,CARLS JR,38.76671579384326,2022-12-20,2023-01-28
029be42d942d33a14cafeef661143d8940a9efa8,CFE,63.464496853908884,2023-01-22,2023-03-26
029be42d942d33a14cafeef661143d8940a9efa8,CINEPOLIS,39.75,2023-01-03,2023-02-12
029be42d942d33a14cafeef661143d8940a9efa8,COSTCO,21.76574714620971,2022-11-08,2022-11-30
029be42d942d33a14cafeef661143d8940a9efa8,FARMACIAS DEL AHORRO,37.5,2022-12-27,2023-02-03
029be42d942d33a14cafeef661143d8940a9efa8,HEB,28.264347555175842,2023-01-29,2023-02-26
029be42d942d33a14cafeef661143d8940a9efa8,LIVERPOOL,0.0,2022-03-10,2022-03-10
029be42d942d33a14cafeef661143d8940a9efa8,MERCADO PAGO,25.0,2022-12-12,2023-01-06
029be42d942d33a14cafeef661143d8940a9efa8,MICROSOFT,15.527412748684538,2023-01-02,2023-01-18
029be42d942d33a14cafeef661143d8940a9efa8,OXXO,22.097555943660637,2023-01-11,2023-02-02
029be42d942d33a14cafeef661143d8940a9efa8,OXXO GAS,85.25,2022-12-12,2023-03-07
029be42d942d33a14cafeef661143d8940a9efa8,PARCO,39.04179035938944,2023-01-25,2023-03-05
029be42d942d33a14cafeef661143d8940a9efa8,RAPPI,19.181477045806325,2023-01-27,2023-02-15
029be42d942d33a14cafeef661143d8940a9efa8,SORIANA,73.0,2022-12-24,2023-03-07
029be42d942d33a14cafeef661143d8940a9efa8,SPOTIFY,30.526390034381777,2022-12-24,2023-01-24
029be42d942d33a14cafeef661143d8940a9efa8,STARBUCKS,68.5,2022-12-29,2023-03-07
029be42d942d33a14cafeef661143d8940a9efa8,UBER,0.3333333333333333,2022-07-21,2022-07-21
029be42d942d33a14cafeef661143d8940a9efa8,UBRPAGOSMEX,34.333333333333336,2022-12-06,2023-01-09
029be42d942d33a14cafeef661143d8940a9efa8,WALMART,53.0,2023-01-15,2023-03-09
02a73132fe5c2af6d596eec88629c754d9e9c860,7 ELEVEN,1.0,2022-02-10,2022-02-11
02a73132fe5c2af6d596eec88629c754d9e9c860,GOOGLE YOUTUBE,29.46606345491114,2022-06-03,2022-07-02
02a73132fe5c2af6d596eec88629c754d9e9c860,MICROSOFT,27.822969000419786,2023-01-03,2023-01-31
02a73132fe5c2af6d596eec88629c754d9e9c860,OXXO,26.31700884318587,2022-09-23,2022-10-19
02a73132fe5c2af6d596eec88629c754d9e9c860,SEARS,36.5,2022-07-30,2022-09-04
02a73132fe5c2af6d596eec88629c754d9e9c860,UBER,4.263979708922539,2023-01-25,2023-01-29
02a73132fe5c2af6d596eec88629c754d9e9c860,UBER EATS,43.75,2022-09-03,2022-10-17
02b41a28e9c440a28577c71daec52258dc817866,7 ELEVEN,13.860404526505453,2023-01-23,2023-02-06
02b41a28e9c440a28577c71daec52258dc817866,7ELEVEN,15.12198782296292,2022-12-15,2022-12-30
02b41a28e9c440a28577c71daec52258dc817866,ALSUPER,0.0,2022-03-03,2022-03-03
02b41a28e9c440a28577c71daec52258dc817866,AMAZON,82.5,2023-01-29,2023-04-21
02b41a28e9c440a28577c71daec52258dc817866,AMAZON PRIME,348.0,2023-01-29,2024-01-12
02b41a28e9c440a28577c71daec52258dc817866,COSTCO,120.0,2022-12-07,2023-04-06
02b41a28e9c440a28577c71daec52258dc817866,FARMACIAS GUADALAJARA,75.75,2022-12-30,2023-03-16
02b41a28e9c440a28577c71daec52258dc817866,GOOGLE YOUTUBEPREMIUM,30.275086531615948,2023-01-28,2023-02-27
02b41a28e9c440a28577c71daec52258dc817866,HEB,10.339438390960689,2022-12-28,2023-01-07
02b41a28e9c440a28577c71daec52258dc817866,ITUNES,19.25,2022-05-03,2022-05-22
02b41a28e9c440a28577c71daec52258dc817866,MICROSOFT,15.081343221364914,2023-01-18,2023-02-02
02b41a28e9c440a28577c71daec52258dc817866,OXXO,107.33333333333333,2022-11-21,2023-03-08
02b41a28e9c440a28577c71daec52258dc817866,OXXO GAS,3.0,2022-01-06,2022-01-09
02b41a28e9c440a28577c71daec52258dc817866,SPOTIFY,29.65019758640932,2023-01-21,2023-02-20
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,4.671040464817531,2023-01-19,2023-01-24
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON PRIME,14.404179694360549,2023-01-28,2023-02-11
03a0f8bca94b5801342b9b479213fc548b3f0dd1,CFE,57.0,2022-04-15,2022-06-11
03a0f8bca94b5801342b9b479213fc548b3f0dd1,CINEPOLIS,12.563720967657467,2022-11-15,2022-11-28
03a0f8bca94b5801342b9b479213fc548b3f0dd1,FACEBOOK,79.66666666666667,2022-09-15,2022-12-04
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE ONE,10.283725613549938,2022-12-07,2022-12-17
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE YOUTUBEPREMIUM,6.603951103067107,2023-01-28,2023-02-04
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MEGACABLE,24.985125406018664,2023-01-09,2023-02-03
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MELIMAS,4.5,2023-01-09,2023-01-13
03a0f8bca94b5801342b9b479213fc548b3f0dd1,MERCADO PAGO,3.2116731611837177,2022-12-28,2022-12-31
03a0f8bca94b5801342b9b479213fc548b3f0dd1,NETFLIX,13.707300651438844,2023-01-09,2023-01-23
03a0f8bca94b5801342b9b479213fc548b3f0dd1,OXXO,9.349215634045823,2022-12-03,2022-12-12
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SAMS CLUB,15.483994607075816,2022-07-12,2022-07-27
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SPOTIFY,13.40211808946713,2023-01-30,2023-02-12
03a0f8bca94b5801342b9b479213fc548b3f0dd1,TELCEL,5.545633996972752,2022-12-14,2022-12-20
03a0f8bca94b5801342b9b479213fc548b3f0dd1,TELMEX,38.5,2022-04-09,2022-05-17
03a0f8bca94b5801342b9b479213fc548b3f0dd1,UBER,4.056468762794065,2022-12-24,2022-12-28
03a0f8bca94b5801342b9b479213fc548b3f0dd1,UBER EATS,8.288701425779845,2022-12-28,2023-01-05
03a0f8bca94b5801342b9b479213fc548b3f0dd1,WALMART,5.378572512437444,2023-01-08,2023-01-13
0431ee5805e9638f3b24d93812182ec88d7b8c20,7 ELEVEN,7.711826631776929,2022-11-08,2022-11-16
0431ee5805e9638f3b24d93812182ec88d7b8c20,AMAZON,20.1119043400244,2022-10-14,2022-11-03
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,16.154377551348897,2023-01-28,2023-02-13
0431ee5805e9638f3b24d93812182ec88d7b8c20,CINEPOLIS,25.0,2022-03-18,2022-04-12
0431ee5805e9638f3b24d93812182ec88d7b8c20,COSTCO,93.0,2022-04-08,2022-07-10
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDI,8.960421306133856,2022-08-31,2022-09-09
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDI RIDES,5.432321662244539,2023-01-25,2023-01-30
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDIFOOD,8.666666666666666,2022-12-18,2022-12-27
0431ee5805e9638f3b24d93812182ec88d7b8c20,FARMACIAS DEL AHORRO,107.5,2022-08-31,2022-12-17
0431ee5805e9638f3b24d93812182ec88d7b8c20,LIVERPOOL,28.74110676435096,2022-12-21,2023-01-19
0431ee5805e9638f3b24d93812182ec88d7b8c20,OXXO,52.68412459547559,2023-01-03,2023-02-25
0431ee5805e9638f3b24d93812182ec88d7b8c20,RAPPI,5.939367049904444,2023-01-30,2023-02-05
0431ee5805e9638f3b24d93812182ec88d7b8c20,SMART FIT,26.90970816330439,2023-01-20,2023-02-16
0431ee5805e9638f3b24d93812182ec88d7b8c20,STARBUCKS,52.19875655489613,2022-12-29,2023-02-19
0431ee5805e9638f3b24d93812182ec88d7b8c20,SUPERAMA,37.0,2022-05-10,2022-06-16
0431ee5805e9638f3b24d93812182ec88d7b8c20,TELCEL,28.94182805570247,2023-01-03,2023-02-01
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,30.07319246134168,2023-01-14,2023-02-13
0431ee5805e9638f3b24d93812182ec88d7b8c20,UBER,41.85359261817645,2023-01-19,2023-03-02
0431ee5805e9638f3b24d93812182ec88d7b8c20,UBER EATS,2.1375444041814275,2023-01-28,2023-01-30
0471167c6dcd9e87952bee4478ce26337793c07f,7 ELEVEN,70.1022188743413,2022-12-06,2023-02-14
0471167c6dcd9e87952bee4478ce26337793c07f,7ELEVEN,76.0,2022-07-05,2022-09-19
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON,6.878227181862454,2023-01-24,2023-01-31
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON PRIME,30.280099420862065,2023-01-23,2023-02-22
0471167c6dcd9e87952bee4478ce26337793c07f,CINEPOLIS,33.0,2022-08-03,2022-09-05
0471167c6dcd9e87952bee4478ce26337793c07f,FARMACIAS GUADALAJARA,72.0,2022-11-26,2023-02-06
0471167c6dcd9e87952bee4478ce26337793c07f,GOOGLE,24.629867590366548,2023-01-27,2023-02-21
0471167c6dcd9e87952bee4478ce26337793c07f,HEB,297.0,2022-11-19,2023-09-12
0471167c6dcd9e87952bee4478ce26337793c07f,IZZI,5.944698849381897,2022-08-19,2022-08-25
0471167c6dcd9e87952bee4478ce26337793c07f,MI ATT,122.0,2022-06-04,2022-10-04
0471167c6dcd9e87952bee4478ce26337793c07f,NETFLIX,25.39475602288819,2022-12-07,2023-01-01
0471167c6dcd9e87952bee4478ce26337793c07f,SPOTIFY,30.526390034381777,2022-12-09,2023-01-09
0471167c6dcd9e87952bee4478ce26337793c07f,STARBUCKS,57.333333333333336,2023-01-17,2023-03-15
0471167c6dcd9e87952bee4478ce26337793c07f,TEMU,320.0,2023-01-27,2023-12-13
0471167c6dcd9e87952bee4478ce26337793c07f,UBER,32.48143904225515,2022-08-03,2022-09-04
0471167c6dcd9e87952bee4478ce26337793c07f,UBER EATS,24.33061837537474,2023-01-26,2023-02-19
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,AMAZON,22.25206853006016,2022-09-12,2022-10-04
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,AMAZON PRIME,81.66666666666667,2023-01-17,2023-04-09
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,CINEPOLIS,9.339682665245133,2022-09-29,2022-10-08
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,COSTCO,108.66666666666667,2022-12-13,2023-04-01
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,FARMACIAS DEL AHORRO,53.696372842171975,2022-08-08,2022-10-01
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,FARMACIAS GUADALAJARA,90.5,2023-01-07,2023-04-07
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,HEB,84.0,2022-12-24,2023-03-18
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,LIVERPOOL,0.0,2022-10-25,2022-10-25
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,MELIMAS,25.55551888445123,2023-01-26,2023-02-21
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,MERCADO PAGO,11.90918581025789,2023-01-17,2023-01-29
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,NETFLIX,30.280099420862065,2023-01-25,2023-02-24
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,OXXO,46.306029171308865,2022-12-09,2023-01-24
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,RAPPI,62.333333333333336,2022-08-02,2022-10-03
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,SPOTIFY,29.986450608145677,2022-12-31,2023-01-30
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,STARBUCKS,232.0,2023-01-17,2023-09-06
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,SUPERCENTER,54.551187037279156,2022-12-31,2023-02-24
